platform,source,original_name,original_label,disposition,rules,unified_key,reason,flow_group
ios,IOS-111,chatty,채티 탭,container,X2,,채티는 세 하위 목록을 담는 바깥 틀입니다. 선택한 목록에서 chat_list·lounge_list·project_chat_list 중 하나만 보내며 바깥 틀은 별도로 보내지 않습니다.,
ios,IOS-112,lounge_create,라운지 만들기,screen,S1,S102,새 라운지 이름·소개·커버를 넣고 개설합니다. 생성 후 목록은 새 목적지이고 완료 안내는 결과여서 작성 재진입으로 세지 않습니다.,
ios,IOS-113,lounge_edit,라운지 수정,screen,S1,S103,기존 라운지 정보를 고쳐 저장합니다. 권한이 있어 실제 열린 편집기만 세고 이름 정의만으로 발송을 추정하지 않습니다.,
ios,IOS-114,alarm_center,알림 센터,screen,S1,S104,받은 알림을 읽고 관련 목적지로 이동합니다. 웹 본문도 알림 센터로 식별하되 내부 이동과 호스트의 중복은 별도 확인합니다.,
ios,IOS-115,network_browse,인맥 둘러보기,screen,S1,S051,인맥 다이얼에서 크리에이터를 둘러봅니다. 웹 안의 다이얼·미리보기는 같은 탐색으로 묶고 실제 앱 프로필로 이동하면 profile_detail을 보냅니다.,
ios,IOS-116,project_applicants,지원자 리스트,screen,S1,S113,지원자를 확인하고 수락·거절하는 목록입니다. 원본은 수락·거절이 서버에 반영되지 않는다고 하므로 화면 채택과 기능 성공 검증을 구분합니다.,
ios,IOS-117,chat_image_preview,채팅 이미지 뷰어,screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-118,chat_room,채팅방,screen,S1,S097 S098 S099 S100,chat_room_direct: 상대와 1:1 메시지를 주고받습니다. 공통 대화 UI를 써도 라운지·프로젝트·팀과 참여 맥락이 달라 방 유형으로 나눕니다. chat_room_lounge: 라운지 참여자끼리 대화합니다. 다른 방 유형과 구분하고 메시지 추가·읽음은 새 방문으로 세지 않습니다. chat_room_project: 프로젝트 협업에 연결된 대화방입니다. 프로젝트 상세 조회와 나누고 공통 대화 UI에서도 실제 방 유형으로 이름을 고릅니다. chat_room_team: 팀 구성원이 대화합니다. 팀 정보를 읽는 상세와 나누고 방·팀 이름을 화면 키에 넣지 않습니다.,
ios,IOS-119,chat_room_menu,채팅방 메뉴,screen,S1,S101,방 정보와 참여자 목록을 읽고 관리하는 독립 목적지입니다. 단순 더보기 명령 메뉴와 구분합니다.,
ios,IOS-120,chatty_create_menu,채티 만들기 패널 (새 채팅·라운지 만들기·프로젝트 만들기),action,A1,,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,
ios,IOS-121,chat_media_player,채팅 미디어 전체화면 재생 (동영상·오디오),screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-122,lounge_cover_photo_picker,라운지 커버 사진 선택 (시스템 피커),system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-123,chat_video_picker,채팅 첨부 — 동영상 선택 (시스템 피커),system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-124,chat_audio_picker,채팅 첨부 — 오디오 파일 선택 (시스템 파일 피커),system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-125,chat_image_picker,채팅 첨부 — 이미지 선택 (시스템 피커),system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-126,chat_room_report_reason,채팅방 신고 사유 선택 바텀시트,screen,M1 S2,S057,신고 사유를 선택·제출합니다. 대상은 target_type으로 구분하고 기타 사유를 직접 쓰는 입력 과업은 나눕니다.,
ios,IOS-127,chat_room_report_detail,채팅방 신고 상세 입력 모달,screen,M1 S2,S058,기타 사유를 직접 적어 신고를 완성합니다. 실제 입력 목적지만 세며 확인 알럿과 접수 결과는 조회에서 제외합니다.,
ios,IOS-128,chat_attachment,채팅방 첨부 바텀시트 (이미지·동영상·오디오),action,A1,,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,
ios,IOS-129,lounge_create_complete,라운지 만들기 완료 팝업,action,A2,,권장 안내나 완료 사실만 알려 주는 표면입니다. 페이지 크기여도 화면 조회에서 제외하며 노출·결과·이어가기 행동을 별도로 기록합니다.,
ios,IOS-130,contacts_search,인맥 검색 (검색 입력 모드),action,A1 M4,,"검색창이 펼쳐진 기존 인맥 목록의 상태입니다. 직접 진입해 목록이 처음 표시되면 해당 인맥 목록 이름을 보내고, 검색 모드 전환 자체는 ui_action으로 기록합니다. 결과가 실제로 뜨면 contacts_search_results를 보냅니다.",
ios,IOS-131,contacts_search_result_first_connections,인맥 검색 결과 - 일촌,screen,M1 S1,S109,검색어에 맞는 인맥 관계를 확인합니다. 세 관계 칩은 tab으로 구분하고 기존 목록 검색창에 초점만 준 130행은 새 조회로 세지 않습니다.,
ios,IOS-132,contacts_search_result_follower,인맥 검색 결과 - 팔로워,screen,M1 S1,S109,검색어에 맞는 인맥 관계를 확인합니다. 세 관계 칩은 tab으로 구분하고 기존 목록 검색창에 초점만 준 130행은 새 조회로 세지 않습니다.,
ios,IOS-133,contacts_search_result_following,인맥 검색 결과 - 팔로잉,screen,M1 S1,S109,검색어에 맞는 인맥 관계를 확인합니다. 세 관계 칩은 tab으로 구분하고 기존 목록 검색창에 초점만 준 130행은 새 조회로 세지 않습니다.,
ios,IOS-134,contacts_first_connections,인맥 관리 - 일촌 탭,screen,S1,S105,일촌 요청과 맺어진 일촌을 관리합니다. 타인의 관계를 조회하는 relation_list와 나누며 빈 목록도 같은 목적지입니다.,
ios,IOS-135,contacts_follower,인맥 관리 - 팔로워 탭,screen,S1,S106,나를 팔로우한 사람들을 확인합니다. 내가 팔로우하는 대상과 관계 방향이 달라 나누고 공유 안내는 빈 목록의 상태로 둡니다.,
ios,IOS-136,contacts_following,인맥 관리 - 팔로잉 탭,screen,S1,S107,내가 팔로우한 사람·팀을 관리합니다. 팔로워와 대상 집합이 다르며 팀 상세를 실제 열면 team_detail로 이동합니다.,
ios,IOS-137,contacts_my_club,인맥 관리 - 마이클럽 탭,reserved,V1,S108,상태 열과 본문 설명이 충돌합니다. 실제로 열리는 탭인지 확인 전까지 예약 이름만 두며 발송하지 않습니다.,
ios,IOS-138,contacts_team_actions,팀 더보기 바텀시트 (알림/팔로우/신고),action,A1,,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,
ios,IOS-139,team_create,팀 만들기,screen,S1,S119,이름·소개·이미지를 넣어 새 팀을 만듭니다. 빈 목록·상단 추가·목록 끝 안내의 진입을 같은 과업으로 합칩니다.,
ios,IOS-140,team_invite,팀 멤버 초대,screen,S1,S121,인맥·최근 대화·검색에서 여러 사람을 골라 초대합니다. 대상 선택·제출이 있는 독립 과업이므로 팀 멤버 조회와 나눕니다.,
ios,IOS-141,team_list,팀 목록 (내 팀 · 합류 요청 인박스),screen,M1 S1,S117,AOS 팀 홈과 iOS 팀 목록은 내 팀·합류 요청을 보고 응답하는 목적지입니다. 9/8 양쪽 코드에서 해당 구성을 확인했으며 3.0 실기기 일치는 별도 확인합니다.,
ios,IOS-142,team_detail,팀 상세 (팀 페이지),screen,M4 S1,S118,한 팀의 포트폴리오·소개·멤버를 탐색합니다. 탭은 tab으로 구분하고 특정 탭 딥링크도 상세 진입에 한 번 보냅니다.,
ios,IOS-143,team_detail_member,팀 상세 — 멤버 탭,screen,M4 S1,S118,한 팀의 포트폴리오·소개·멤버를 탐색합니다. 탭은 tab으로 구분하고 특정 탭 딥링크도 상세 진입에 한 번 보냅니다.,
ios,IOS-144,team_detail_introduction,팀 상세 — 소개 탭,screen,M4 S1,S118,한 팀의 포트폴리오·소개·멤버를 탐색합니다. 탭은 tab으로 구분하고 특정 탭 딥링크도 상세 진입에 한 번 보냅니다.,
ios,IOS-145,team_edit,팀 수정 (팀 해체 진입점),screen,S1,S120,팀 정보를 바꾸거나 해체를 시작합니다. 팀 조회와 나누고 해체 확인 알럿을 수정 화면 재진입으로 세지 않습니다.,
ios,IOS-146,setting_2fa,2단계 인증 (2FA),screen,S1,S129,추가 이메일 인증의 상태를 확인하고 설정합니다. 로그인 관문과 나누고 설정 완료 안내는 결과로 기록합니다.,
ios,IOS-147,setting_2fa_completed,2단계 인증 설정 완료,action,A2,,권장 안내나 완료 사실만 알려 주는 표면입니다. 페이지 크기여도 화면 조회에서 제외하며 노출·결과·이어가기 행동을 별도로 기록합니다. 이전 표의 화면 채택을 철회했습니다.,
ios,IOS-148,setting_2fa_email,2단계 인증(2FA) 추가 — 이메일 인증 관리,screen,S1,S130,추가 인증에 쓰는 이메일·사용 여부를 관리합니다. 연락용 이메일과 나누고 다시 켤 때의 코드 입력은 별도 목적지입니다.,
ios,IOS-149,setting_personal_info_disagree,개인정보 이용 동의 철회,screen,M2 S2,S156,동의 철회로 이용 가능 기능이 달라지는 과업입니다. 동의하기와 분리합니다.,
ios,IOS-150,setting_personal_info_agree,개인정보 이용 동의하기,screen,M2 S2,S155,기존 계정의 동의 과업입니다. 동의 철회 및 로그인 후 강제 재동의와 결과가 다릅니다.,
ios,IOS-151,setting_account,계정,screen,S1,S123,로그인 계정과 인증·탈퇴 설정을 관리합니다. 프로필 연락처와 계정 자격 관리는 과업이 달라 나눕니다.,
ios,IOS-152,setting_account_delete_password,계정 삭제 비밀번호 확인,screen,S1,S132,이메일 가입자의 탈퇴 전 본인 확인입니다. 소셜 재인증·복구 분기를 이 비밀번호 화면으로 추정하지 않습니다.,
ios,IOS-153,setting_account_delete_confirm,계정 삭제 최종 확인,screen,S1,S134,계정 삭제의 되돌릴 수 없는 결과를 확인하고 최종 결정합니다. 선택이 삭제를 결정하므로 일반 완료 알림과 구분해 셉니다.,
ios,IOS-154,setting_customer_service,고객센터,screen,S1,S135,문의 채널과 도움말로 이동하는 지원 목록입니다. 메일 작성 선택과 OS 메일 작성기 자체를 고객센터 조회에 합치지 않습니다.,
ios,IOS-155,setting_visibility,공개 범위,screen,S1,S125,프로필 공개·차단 관리로 이동하는 허브입니다. 공개 값을 직접 바꾸는 프로필 공개 과업과 나눕니다.,
ios,IOS-156,setting_contents_comments,내 댓글 및 답글,screen,S1,S139,내 댓글·답글을 모아 봅니다. 포트폴리오·영감 칩은 대상 구분이며 특정 콘텐츠의 전체 댓글 조회와 나눕니다.,
ios,IOS-157,setting_contents_respected,리스펙트한 포트폴리오,screen,S1,S140,내가 리스펙트한 작업물 목록입니다. 한 작업물에 반응한 사람 목록과 질문이 달라 respect_list와 나눕니다.,
ios,IOS-158,bookmark_creator,북마크 — 크리에이터 탭,screen,S1,S142,저장한 크리에이터를 다시 찾습니다. 저장 작업물과 대상이 다르며 저장 완료 토스트는 목록 방문으로 세지 않습니다.,
ios,IOS-159,bookmark_portfolio,북마크 — 포트폴리오 탭,screen,S1,S143,저장한 작업물을 다시 찾습니다. 설정·저장 안내의 유입은 합치고 작품 상세 방문과 나눕니다.,
ios,IOS-160,setting_reset_password,비밀번호 재설정 — 새 비밀번호 입력,screen,S1,S012,계정 복구를 위해 새 비밀번호를 확정합니다. 현재 비밀번호 확인부터 시작하는 설정의 비밀번호 변경과 구분합니다.,
ios,IOS-161,setting_service_agreement,서비스 동의,screen,S1,S136,선택 동의의 현재 상태를 바꾸는 설정입니다. AOS 이름만 보면 전문 읽기처럼 보여 실제 토글 기능의 대응을 확인해야 합니다.,
ios,IOS-162,setting_home,설정 홈,screen,S1,S122,계정·알림·인맥·북마크 설정의 출발점입니다. AOS my_page_menu와 iOS 162행이 같은 허브이므로 settings_home으로 통일합니다.,
ios,IOS-163,setting_notification,알림 설정,screen,S1,S124,앱 알림의 종류별 수신 여부를 바꿉니다. OS 푸시 설정으로 이동하는 조작은 기록하되 시스템 화면에 앱 이름을 만들지 않습니다.,
ios,IOS-164,setting_contents_liked,좋아요한 콘텐츠,screen,S1,S141,내가 좋아요한 콘텐츠 목록입니다. 현재 영감뿐이어도 개인 활동으로 모은 집합이므로 일반 영감 탐색과 나눕니다.,
ios,IOS-165,setting_blocked_members,차단한 사용자,screen,S1,S127,차단한 사람을 확인·해제합니다. 빈 목록은 같은 목적지이고 해제 결과를 새 화면으로 만들지 않습니다.,
ios,IOS-166,setting_contents,콘텐츠,screen,S1,S138,내 댓글·리스펙트·좋아요 목록으로 이동하는 활동 허브입니다. 콘텐츠를 직접 보는 하위 목록과 나눕니다.,
ios,IOS-167,setting_visibility_profile,프로필 공개 범위,screen,S1,S126,프로필 전체 공개·비공개를 정합니다. 설정·공유 흐름의 진입 차이는 같은 과업으로 합칩니다.,
ios,IOS-168,setting_2fa_email_verify,2FA 이메일 인증번호 입력,screen,S1,S131,추가 인증을 켤 권한을 이메일 코드로 확인합니다. 로그인 때 거치는 추가 인증과 목적이 달라 나눕니다.,
ios,IOS-169,setting_muse_privileges,Muse 특권 안내 (웹뷰),screen,S1,S137,Muse 혜택을 설명하는 웹 목적지입니다. 다른 URL을 같은 웹뷰로 열었다는 이유만으로 이 이름을 보내지 않습니다.,
ios,IOS-170,setting_personal_info_document,개인정보 수집ㆍ이용 안내 문서,screen,M1 S1,S024,약관 전문을 읽는 공통 목적지입니다. 가입·재동의·설정에서 여는 경로와 문서 종류는 계약의 구분 값으로 남기고 이름을 늘리지 않습니다.,
ios,IOS-171,setting_privacy_policy,개인정보 처리방침 전문,screen,M1 S1,S024,약관 전문을 읽는 공통 목적지입니다. 가입·재동의·설정에서 여는 경로와 문서 종류는 계약의 구분 값으로 남기고 이름을 늘리지 않습니다.,
ios,IOS-172,setting_ad_info_agreement_document,광고성 정보 수신 동의 안내 문서,screen,M1 S1,S024,약관 전문을 읽는 공통 목적지입니다. 가입·재동의·설정에서 여는 경로와 문서 종류는 계약의 구분 값으로 남기고 이름을 늘리지 않습니다.,
ios,IOS-173,setting_change_password,비밀번호 변경,screen,S1,S128,현재 비밀번호를 확인하고 새 값을 저장합니다. 세 입력 단계는 하나의 변경 과업이며 인증을 잃어 복구하는 재설정과 나눕니다.,
ios,IOS-174,setting_reset_password_verify_email,비밀번호 재설정 — 이메일 인증번호 입력,screen,S1,S011,비밀번호 재설정 권한을 인증번호로 확인합니다. 가입 인증과 입력 화면이 같아도 계정 복구 목적이므로 이름을 나눕니다.,
ios,IOS-175,setting_terms_of_service,이용 약관 전문,screen,M1 S1,S024,약관 전문을 읽는 공통 목적지입니다. 가입·재동의·설정에서 여는 경로와 문서 종류는 계약의 구분 값으로 남기고 이름을 늘리지 않습니다.,
ios,IOS-176,setting_account_delete_reason_input,탈퇴 사유 직접 입력 (기타),screen,M2 S2,S154,사유 선택 뒤 기타를 고른 경우 별도로 열리는 입력 목적지입니다. 선택 화면과 입력 이탈을 구분합니다.,
ios,IOS-177,setting_customer_service_email,이메일 문의 작성 (시스템 메일 작성기),system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-178,setting_account_delete_reason,회원 탈퇴 사유 선택 (바텀시트),screen,S2,S133,탈퇴 이유를 선택해 삭제 절차를 시작합니다. 본인 확인·최종 삭제 결정과 나누고 기타 직접 입력도 별도 목적지입니다.,
ios,IOS-179,upload_image_edit,업로드 이미지 편집(크롭·비율),screen,M1 S2,S089,이미지를 자르거나 회전해 사용할 결과를 확정합니다. 프로필·커버·업로드는 purpose로 나누고 내부 자르기 도구로 조회를 추가하지 않습니다.,
ios,IOS-180,upload_preview_pdf,업로드 첨부 PDF 미리보기,screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-181,upload_preview_video,업로드 첨부 동영상 미리보기,screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-182,upload_preview_audio,업로드 첨부 오디오 재생,screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-183,upload_preview_youtube,업로드 첨부 유튜브 미리보기,screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-184,upload_preview_image,업로드 첨부 이미지 미리보기,screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-185,inspiration_edit,영감 수정,screen,S1,S096,게시된 영감을 고칩니다. 새 게시와 나누고 본문·미디어 수정 단계는 같은 방문으로 봅니다.,
ios,IOS-186,inspiration_create,영감 작성,screen,S1,S095,새 영감 콘텐츠를 게시합니다. 포트폴리오로 게시 종류를 바꾸면 목적지가 달라져 portfolio_create로 전환합니다.,
ios,IOS-187,portfolio_edit,포트폴리오 수정,screen,M1 S2,S092,기존 포트폴리오를 수정하는 과업입니다. 콘텐츠 유형마다 다른 화면명을 보내지 않습니다.,
ios,IOS-188,portfolio_create,포트폴리오 작성,screen,M1 M3 S2,S091,미디어 여섯 종류를 같은 작성 화면 안에서 선택합니다. AOS 유형별 이름을 통합하고 media_type·step으로 종류와 단계를 구분합니다.,
ios,IOS-189,project_edit,프로젝트 수정,screen,S1,S094,게시된 프로젝트의 모집 정보를 고칩니다. 신규 모집 게시와 나누되 진입 경로·미디어 종류별로 수정 이름을 늘리지 않습니다.,
ios,IOS-190,project_create,프로젝트 작성,screen,S1,S093,새 프로젝트 카드로 모집 정보를 게시합니다. 제안·작업물 게시와 결과 대상이 다르며 배경·본문 입력은 내부 단계입니다.,
ios,IOS-191,upload_media_picker_pdf,업로드 PDF 파일 선택,system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-192,upload_media_picker_video,업로드 동영상 선택(시스템 피커),system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-193,upload_media_picker_photo,업로드 사진 선택(시스템 피커),system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-194,upload_media_picker_audio,업로드 오디오 파일 선택,system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-195,web_page,웹뷰 전체화면 (로그인 후 openWeb),container,X2,,공용 웹뷰 껍데기입니다. 열린 URL의 등록된 목적지 이름을 호스트 앱에서 한 번 보냅니다. 미등록 URL은 화면 조회 대신 unmapped_destination 진단 기록을 남기고 목적지를 등록합니다.,
ios,IOS-196,join_web,웹뷰 전체화면 — 로그인 전(가입 스택),container,X2,,공용 웹뷰 껍데기입니다. 열린 URL의 등록된 목적지 이름을 호스트 앱에서 한 번 보냅니다. 미등록 URL은 화면 조회 대신 unmapped_destination 진단 기록을 남기고 목적지를 등록합니다.,
ios,IOS-197,club_waiting_web,"클럽 대기 랜딩 (웹, lineup/club/<des>)",screen,S1,S144,클럽 입장 전 대기 상태를 확인하는 웹 목적지입니다. 입장 기능이 있는 랜딩과 다음 행동이 달라 나눕니다.,
ios,IOS-198,club_entry_web,"클럽 입장 랜딩 (웹, lineup/club-entry)",screen,S1,S145,클럽 입장 내용을 확인하는 웹 목적지입니다. 대기 랜딩과 나누며 실제 URL 목적지 확인 후 보냅니다.,
ios,IOS-199,web_attachment_preview,웹 첨부파일 미리보기 (이미지·영상·PDF·유튜브),screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-200,web_profile_image_edit,프로필 사진 등록 (자르기·회전 편집),screen,M1 S2,S089,이미지를 자르거나 회전해 사용할 결과를 확정합니다. 프로필·커버·업로드는 purpose로 나누고 내부 자르기 도구로 조회를 추가하지 않습니다.,
ios,IOS-201,web_profile_image_crop,프로필 사진 자르기,screen,M1 S2,S089,이미지를 자르거나 회전해 사용할 결과를 확정합니다. 프로필·커버·업로드는 purpose로 나누고 내부 자르기 도구로 조회를 추가하지 않습니다.,
ios,IOS-202,web_photo_picker,사진 선택 (시스템 포토 피커),system,X1,,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,
ios,IOS-203,proposal_edit,웹 안에서 띄우는 잠금 바텀시트 웹뷰 (제안 작성/수정),screen,S1,S115 S116,proposal_create: 새 협업 제안을 작성합니다. AOS 원본에는 이름만 있고 발송은 없으므로 실제 화면과 진입 경로를 확인한 뒤 구현합니다. proposal_edit: 기존 협업 제안을 고칩니다. AOS는 이름만 정의돼 수집 중으로 해석할 수 없으며 생성·수정의 실제 분기를 확인해야 합니다.,
ios,IOS-204,web_sheet,웹뷰 바텀시트 (presentWeb),screen,S1,S137,Muse 혜택을 설명하는 웹 목적지입니다. 다른 URL을 같은 웹뷰로 열었다는 이유만으로 이 이름을 보내지 않습니다.,
ios,IOS-205,web_custom_bottom_sheet,커스텀 웹 바텀시트 (custombottomsheet),container,X2,,공용 웹뷰 껍데기입니다. 열린 URL의 등록된 목적지 이름을 호스트 앱에서 한 번 보냅니다. 미등록 URL은 화면 조회 대신 unmapped_destination 진단 기록을 남기고 목적지를 등록합니다.,
ios,IOS-206,report_detail_input,신고 상세 사유 입력 (기타),screen,M1 S2,S058,기타 사유를 직접 적어 신고를 완성합니다. 실제 입력 목적지만 세며 확인 알럿과 접수 결과는 조회에서 제외합니다.,
ios,IOS-207,report_reason_content,게시물 신고 사유 선택 시트,screen,M1 S2,S057,신고 사유를 선택·제출합니다. 대상은 target_type으로 구분하고 기타 사유를 직접 쓰는 입력 과업은 나눕니다.,
ios,IOS-208,respect_list,작업물 리스펙트 보낸 사람 목록,screen,S2,S041,리스펙트를 보낸 사람들을 확인하고 프로필로 탐색합니다. 대상 종류는 구분 값으로 두고 목록을 연 위치로 이름을 늘리지 않습니다.,
ios,IOS-209,comment_option_mine,내 댓글 옵션 시트 (삭제),action,A1,,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,
ios,IOS-210,comment_option_other,타인 댓글 옵션 시트,action,A1,,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,
ios,IOS-211,portfolio_pdf_viewer,포트폴리오 PDF 전체보기 (QuickLook 문서 뷰어),screen,M1 S1,S042,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,
ios,IOS-212,project_card_option_other,남의 프로젝트 카드 옵션 시트 (프로필 저장·공유·차단·신고),action,A1,,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,
ios,IOS-213,respect_user_all,리스펙트 준 사람 전체 목록 시트,screen,S2,S041,리스펙트를 보낸 사람들을 확인하고 프로필로 탐색합니다. 대상 종류는 구분 값으로 두고 목록을 연 위치로 이름을 늘리지 않습니다.,
ios,IOS-214,background_video_edit,배경 영상 편집 (동영상 편집),screen,M1 S2,S090,영상의 사용할 구간을 정해 확정합니다. 편집과 구간 자르기를 하나로 묶고 진입 용도만 구분 값으로 남깁니다.,
ios,IOS-215,profile_image_edit,프로필 사진 등록 (사진 선택 → 이미지 편집),screen,M1 S2,S089,이미지를 자르거나 회전해 사용할 결과를 확정합니다. 프로필·커버·업로드는 purpose로 나누고 내부 자르기 도구로 조회를 추가하지 않습니다.,
ios,IOS-216,profile_card_background_image_edit,프로필 카드 배경 등록 (선택 → 이미지 편집),screen,M1 S2,S089,이미지를 자르거나 회전해 사용할 결과를 확정합니다. 프로필·커버·업로드는 purpose로 나누고 내부 자르기 도구로 조회를 추가하지 않습니다.,
ios,IOS-217,profile_card_background_video_crop,프로필 카드 배경 영상 구간 자르기,screen,M1 S2,S090,영상의 사용할 구간을 정해 확정합니다. 편집과 구간 자르기를 하나로 묶고 진입 용도만 구분 값으로 남깁니다.,
ios,IOS-218,relation_follower / relation_following / relation_first_connections,관계 세그먼트 시트 (일촌·팔로워·팔로잉),screen,M1 S1,S053,한 사용자의 일촌·팔로워·팔로잉을 확인합니다. 세 탭은 같은 관계 조회의 선택이므로 tab으로 구분합니다.,
ios,IOS-219,first_connection_mutual,함께 아는 일촌 목록 시트,screen,S2,S054,나와 상대가 함께 아는 일촌만 확인합니다. 상대의 전체 관계 목록과 집합의 의미가 달라 별도 이름을 둡니다.,
ios,IOS-220,knock_type_select,노크 용건 선택,screen,S1,S055,대화 요청의 용건을 골라 노크를 보냅니다. 상대가 수신을 막아 안내만 뜨면 선택 목적지 진입으로 세지 않습니다.,
ios,IOS-221,report_reason_user,사용자 신고 사유 선택 시트,screen,M1 S2,S057,신고 사유를 선택·제출합니다. 대상은 target_type으로 구분하고 기타 사유를 직접 쓰는 입력 과업은 나눕니다.,
ios,IOS-222,member_option,사용자 액션 바텀시트 (더보기: 팔로우·1촌·노크·저장·차단·신고),action,A1,,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,
ios,IOS-223,knock_sent_popup,노크 전송 완료 팝업 (채팅에서 확인하기),action,A2,,권장 안내나 완료 사실만 알려 주는 표면입니다. 페이지 크기여도 화면 조회에서 제외하며 노출·결과·이어가기 행동을 별도로 기록합니다.,
ios,IOS-224,profile_image_crop,프로필 사진 자르기 (네이티브 편집 플로우),screen,M1 S2,S089,이미지를 자르거나 회전해 사용할 결과를 확정합니다. 프로필·커버·업로드는 purpose로 나누고 내부 자르기 도구로 조회를 추가하지 않습니다.,
ios,IOS-225,app_update_notice,업데이트 안내 (신기능 소개),action,A2,,권장 안내나 완료 사실만 알려 주는 표면입니다. 페이지 크기여도 화면 조회에서 제외하며 노출·결과·이어가기 행동을 별도로 기록합니다.,
ios,IOS-226,qa_report_video_trim,QA 리포트 영상 트림 편집기,qa,X3,,QA 도구는 제품 화면 집계에서 제외합니다. 필요 시 별도 테스트용 측정으로 분리합니다.,
ios,IOS-227,qa_report_markup,QA 리포트 첨부 마크업 미리보기,qa,X3,,QA 도구는 제품 화면 집계에서 제외합니다. 필요 시 별도 테스트용 측정으로 분리합니다.,
ios,IOS-228,qa_report_network_console,QA 리포트 네트워크 로그 콘솔 (Pulse),qa,X3,,QA 도구는 제품 화면 집계에서 제외합니다. 필요 시 별도 테스트용 측정으로 분리합니다.,
ios,IOS-229,qa_report_media_picker,QA 리포트 사진·영상 피커,qa,X3,,QA 도구는 제품 화면 집계에서 제외합니다. 필요 시 별도 테스트용 측정으로 분리합니다.,
