source_id,platform,original_name,original_label,original_description,original_type,original_collection,original_reachability,source_context,classification,canonical_names,child_dispatch_names,rule_ids,reason,original_sha256
IOS-066,ios,resume_management,커리어 관리,"학력·경력·수상 · 자격 세 섹션을 한 화면에 모아 보여 주고, 항목을 누르면 고치고 추가 버튼으로 새로 등록한다. 내 프로필 이력 화면의 커리어 편집 버튼과 딥링크로만 들어갈 수 있다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 66, ""excel_row"": 67}",screen,resume_home,,S1,학력·경력·수상·자격을 관리하는 이력 허브입니다. AOS user_resume과 iOS 커리어 관리를 대응시키고 이력을 타인에게 보여 주는 프로필과 나눕니다.,4895d4c036cad0b72fd531213020f430099a35aee6a5ddd0abb43cbefa712434
IOS-067,ios,project_card_list,프로젝트 카드 목록,"프로젝트 카드 여러 건을 2열 그리드로 훑어보고, 카드를 누르면 상세로 들어가며 오른쪽 아래 동그란 버튼으로 새 프로젝트를 올린다. 앱 화면에는 이 목록으로 가는 버튼이 없고 딥링크로만 열린다.",push,제안,딥링크 전용,"{""sheet"": ""화면 목록"", ""data_row"": 67, ""excel_row"": 68}",screen,project_list,,S1,프로젝트 여러 건을 훑고 상세로 이동합니다. 앱 버튼이 없어도 딥링크로 실제 열리는 목록을 채택하며 개별 카드 조회와 나눕니다.,3c917cece298fbe73c2b2420d0dd5ba55e2607fcdd3c45476783936f646bb1ca
IOS-068,ios,project_detail,프로젝트 카드 상세,"프로젝트 한 건을 전체 화면으로 펼쳐 대표 이미지·소개 글·지원자 수·모집자 정보를 보여 주고, 아래 「지원하기」를 누르면 자기소개를 적어 지원한다(이미 지원했으면 「수락 대기 중」으로 잠기고, 내가 올린 프로젝트면 채팅으로 간다). 프로젝트 등록 완료 직후, 검색 결과, 채팅방 메뉴, 딥링크 등 여러 경로로 들어온다.",push,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 68, ""excel_row"": 69}",screen,project_detail,,S1,프로젝트 한 건의 모집 정보·작성자·지원 상태를 읽습니다. 지원서 작성·지원자 관리와 나누고 유입 경로로 이름을 늘리지 않습니다.,9ae2d972c156be52524031dc4e6c9b23e24acf91dcf7565c8b8ad1f1c0645364
IOS-069,ios,profile_detail,프로필 상세 (다른 사용자),"크리에이터 한 명의 프로필로, 이력 보기와 작업물 목록 보기(포폴·프로젝트·영감·소개)를 토글로 오가며 그 사람이 쌓은 것을 훑고 팔로우·대화 같은 행동을 한다. 디스커버리·파인더·검색·채팅 등 앱 곳곳에서 프로필을 누르면 열리며, 비공개이거나 없는 사용자면 내용 대신 안내 알림만 뜬다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 69, ""excel_row"": 70}",screen,profile_detail,,M1;M4;S1,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다.,e5428b9ea3b74f73f53ddd11463b83e3fa756183a684ed13deacb8d3efc64c37
IOS-070,ios,profile_introduction,프로필 소개 탭 (프로필 카드 세그먼트 4번째 탭),"작업물 목록의 네 번째 탭으로, 자기소개와 학력·경력·수상 · 자격, 기본정보를 웹 문서로 불러와 한 줄씩 보여 준다. 내 프로필일 때는 각 영역에 편집 버튼이 붙어 거기서 기본 정보 관리나 커리어 입력 화면으로 들어간다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 70, ""excel_row"": 71}",screen,profile_detail;my_profile,,M1;M4;S1,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다. MY 바깥 탭과 안쪽 프로필에서 중복 발송하지 않습니다. 실제 전면 목적지 한 곳에서만 보냅니다.,84f2c420cca1843bfdf1fd58b362c5846af3ca89d60b220926b48e5dbaec9b95
IOS-071,ios,resume_education_register,학력 추가 · 수정,"학교명·전공·상태(졸업/재학 중/휴학 중/수료/중퇴)와 재학 기간을 적어 학력 한 줄을 등록하거나 고치는 입력 화면이며, 고칠 때는 삭제도 할 수 있다. 커리어 관리의 학력 섹션에서 추가하기나 기존 항목을 누르면 열리고, 프로필 소개 탭의 학력 편집 버튼으로도 바로 들어온다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 71, ""excel_row"": 72}",screen,resume_education_form,,S1,학력 한 줄의 학교·전공·상태·기간을 입력합니다. 추가·수정은 mode로 구분하고 이력 관리 허브와 입력 방문은 나눕니다.,b85d45740c5661622d0db67eb960a9dd33b19a4d36acfed8bcfba36da0ceb79a
IOS-072,ios,basic_info_name_ko,한글 이름 입력,"한글 이름 한 줄을 적어 등록하는 화면으로, 쓸 수 없는 글자가 섞이면 입력칸 아래에 바로 알려 준다. 기본 정보 관리의 「이름」을 누르면 뜨는 시트에서 「한글 이름」을 고르면 들어간다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 72, ""excel_row"": 73}",screen,my_info_name_ko,,S1,기존 프로필의 한글 이름을 저장합니다. 가입 완료 단계와 목적이 달라 my_info 영역으로 구분합니다.,be683d2b738ca9a09652d0650ed376dcffc3dfec8396c8e656a00648dbaa01b8
IOS-073,ios,basic_info_region_global_city,해외 도시 직접 입력,「활동 중인 지역을 알려주세요」 안내와 함께 나라·도시·지역을 직접 타이핑해 해외 활동 지역을 등록한다. 활동 지역에서 추가하기를 누르고 국가 선택에서 해외를 고르면 이어진다.,push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 73, ""excel_row"": 74}",screen,my_info_region_global_city,,S1,해외 활동 지역을 직접 입력합니다. 국내 목록 선택과 다른 입력 목적지가 열리므로 나누며 나라·도시·지역 칸은 내부 항목입니다.,216fa9eb4abfa5319be0b53eceb395e9054dcf078dc9a92c211ce663c61a07f6
IOS-074,ios,basic_info_region,활동 지역 (기본 정보 관리),"등록한 활동 지역을 모아 보여 주고 추가·삭제하며, 「대표 설정」으로 대표 지역 한 곳을 고른다(지역 5개·대표 1개까지). 기본 정보 관리의 「활동지역」 행에서 들어간다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 74, ""excel_row"": 75}",screen,my_info_region,,M1;S2,iOS 74행과 92행은 같은 RegionListView로 지역 추가·삭제·대표 지정을 합니다. 92행을 읽기 전용으로 제외했던 판단을 정정하고 진입 경로만 previous_screen으로 구분합니다.,f4705283978237e222a299dd2f5ad36e8e528c6bb6e10d98b8581843280a5bb0
IOS-075,ios,basic_info_management,기본 정보 관리,"프로필 이미지·ID·이름·직업·생년월일과 성별·활동지역·이메일·전화번호·링크를 한 줄씩 모아 두고 각 행을 눌러 고치는 편집 허브이며, 몇몇 항목은 공개 범위도 여기서 정한다. 내 프로필의 기본정보 편집 버튼을 누르면 전체 화면으로 덮으며 뜬다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 75, ""excel_row"": 76}",screen,my_info_home,,S1,기본 프로필 항목을 확인하고 편집할 항목을 고르는 허브입니다. 조회·개별 입력과 나누고 데이터를 새로 읽었다고 허브 방문을 재발송하지 않습니다.,ac344aae38702045c7ebf15a8a645f9be559b6934e0b75036523a371e2b84e75
IOS-076,ios,basic_info_email_register,연락 이메일 입력,"가입 계정 이메일과 별개로 연락받을 이메일 주소를 입력하는 전체 화면으로, 입력을 마치면 인증 단계로 이어진다. 기본 정보 관리에서 이메일이 비어 있는 항목을 누르거나 이메일 관리 시트의 「수정하기」를 누르면 열린다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 76, ""excel_row"": 77}",screen,my_info_email_register,,S1,가입 계정과 별개인 연락용 이메일을 입력합니다. 계정 이메일 강제 등록과 나누고 후속 인증은 my_info_email_verify로 기록합니다.,daeca40a61edd2db312cad5602da8c1a0d9c52e9f2bdc1ae3ecff03e93ef2b17
IOS-077,ios,register_email,이메일 등록 (계정 이메일 미보유 강제 등록),가입 계정에 이메일이 없으면 앱에 들어가는 순간 전체 화면으로 덮이는 이메일 등록·인증 화면. 닫기 버튼이 없어 이메일을 등록해 인증을 마쳐야 벗어난다.,fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 77, ""excel_row"": 78}",screen,account_email_required,,S1,계정 이메일 등록·인증을 끝내야 앱으로 돌아가는 관문입니다. 선택적인 연락처 수정과 달리 앱 이용을 막는 조건이므로 나눕니다.,93f089548087743e79a6b44725d463fd1e37cb3a4b91f7d41db53a1fda7b43ed
IOS-078,ios,basic_info_profession_select,직업 · 전문분야 선택,"직업·전문분야를 최대 5개까지 골라 저장하는 전체 화면으로, 고른 순서대로 프로필에 반영된다. 직업 목록 화면의 「추가하기」에서 열리고, 목록에 없는 직업은 「직접 추가하기」로 넘어간다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 78, ""excel_row"": 79}",screen,my_info_profession_select,,S1,직업 후보에서 추가할 항목들을 골라 저장합니다. 찾지 못해 직접 입력할 때는 my_info_profession_direct로 이동합니다.,704f47b1a729a6519b3ad9d40bfcb91ccaa697aaae3e6488a537310deb15c36d
IOS-079,ios,project_application_compose,프로젝트 지원 작성,"프로젝트 리더에게 보낼 자기소개를 적어 지원을 넣는 전체 화면으로, 글자 수 카운터와 지원하기 버튼이 함께 있다. 프로젝트 상세의 「지원하기」를 누르면 열린다.",fullScreenCover,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 79, ""excel_row"": 80}",screen,project_application_compose,,S1,프로젝트 리더에게 자기소개를 적어 지원합니다. 모집 내용을 읽는 상세와 나누고 제출 실패·재시도는 같은 작성 방문의 상태입니다.,7015d8cd8f65e909fe1bf2f1647001a67509e5e12074c8152bbda3836369c8a9
IOS-080,ios,basic_info_profile_image_register,프로필 사진 등록(사진 선택 대기),"프로필 사진을 고르려고 사진첩 권한을 묻고 사진첩이 뜨기를 기다리는 동안 잠깐 보이는 빈 대기 화면. 지금은 여기로 들어오는 경로가 없고, 살아 있는 경로는 이 화면 없이 곧장 사진첩을 연다.",fullScreenCover,제안,도달 불가,"{""sheet"": ""화면 목록"", ""data_row"": 80, ""excel_row"": 81}",container,,,A3,"사진첩을 기다리는 빈 대기 표면이며 원본에도 도달 불가로 적혀 있습니다. 실제 사진 선택은 시스템 선택기, 자르기는 이미지 편집 화면에서 처리합니다. 이름 예약 대상에서도 제외합니다.",fe4b47a1cb4a5a778c76e3c3032c06a36f2964b95c80960b39d186a08f0f799f
IOS-081,ios,basic_info_visibility,개인정보 공개설정 시트,"생년월일·성별, 활동지역, 이메일, 전화번호 같은 개인정보를 전체공개·일촌공개·비공개 중 어디까지 보여 줄지 고르는 시트. 기본 정보 관리에서 해당 항목의 공개범위 라벨을 누르면 뜬다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 81, ""excel_row"": 82}",screen,my_info_visibility,,S2,프로필 항목의 공개 대상을 바꿉니다. 생년월일·지역·연락처마다 이름을 늘리지 않고 대상 항목을 구분 값으로 남깁니다.,1fda0632fc4e00b253e6344f07761f2a85b2a3dcce6c6f82e83f56ecdb4a6664
IOS-082,ios,profile_collaboration_status,노크 수신 설정 바텀시트,다른 크리에이터가 보내는 새 대화 요청(노크)을 「노크 환영」·「노크 받지 않음」 중에 골라 받을지 말지 바꾸는 시트. 프로필 화면의 노크 수신 설정 항목을 누르면 열린다.,sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 82, ""excel_row"": 83}",screen,my_knock_settings,,S2,앞으로 받을 대화 요청의 허용 여부를 바꿉니다. 현재 목록 표시만 바꾸는 정렬과 달리 이후 상대방의 요청 가능성에 영향을 주는 설정 과업입니다.,37e7d279cad03c87afdbb747877b51a5a75676f0fe35e7f5ff9220b1d8dbabd6
IOS-083,ios,basic_info_link,링크 관리 시트,"프로필에 등록해 둔 링크를 수정하거나 삭제하는 시트. 기본 정보 관리에서 이미 등록된 링크를 누르면 뜨고, 등록된 값이 없으면 이 시트 없이 곧장 링크 입력 화면으로 간다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 83, ""excel_row"": 84}",action,,,A1,"링크의 수정하기·삭제하기 명령 메뉴입니다. 값을 입력하는 목적지는 별도로 있으며, 여기서는 선택한 명령을 ui_action으로 기록합니다.",d1cb31c353e1705995665e85df28c62afe2c5a225b2be3fe2f51d719277e4df8
IOS-084,ios,basic_info_birth_gender,생년월일 · 성별,"등록된 생년월일과 성별을 한 줄씩 보여 주고 고치거나 삭제하는 시트. 기본 정보 관리의 생년월일·성별 항목에서 열리며, 줄을 누르면 날짜 고르기·성별 고르기로 이어진다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 84, ""excel_row"": 85}",screen,my_info_birth_gender,,S2,등록 생년월일·성별을 확인·수정·삭제합니다. 실제 값 관리가 있으므로 안내와 나누고 날짜·성별 선택은 내부 조작으로 둡니다.,4ea041a7c218fd43be94564de5763f5efe820a04a5cf59219172fe39871e3adf
IOS-085,ios,profile_today_visitor,오늘 방문한 사용자 바텀시트,"오늘 내 프로필에 다녀간 사람 목록과 오늘·누적 방문 수를 보여 주는 시트로, 내 프로필에서만 열린다. 목록의 사람을 누르면 그 사람 프로필로 넘어간다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 85, ""excel_row"": 86}",screen,my_profile_visitors,,S2,오늘 내 프로필을 방문한 사람과 방문 수를 확인합니다. 시트 형태와 무관하게 목록 탐색이 있으며 타인 프로필에도 같은 기능이 있다고 가정하지 않습니다.,9bce67a9726113506a168ab4f4f852140505813a7c97d2489a137680e6be195d
IOS-086,ios,basic_info_name,이름 언어 선택 시트,"한글 이름과 영문 이름 중 어느 쪽을 고칠지 고르는 갈림 시트로, 지금 등록된 값이 줄마다 함께 보인다. 기본 정보 관리의 이름 항목에서 열리고, 고르면 해당 이름 입력 화면으로 이어진다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 86, ""excel_row"": 87}",action,,,A1,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다. 이전 표의 화면 채택을 철회했습니다.,6813863db4962a9e05f93ac00d65100a210d1aa4c6a8389ed5760be2485cb515
IOS-087,ios,basic_info_email,이메일 관리 시트,"이미 등록해 둔 연락 이메일을 수정하거나 삭제하는 시트. 기본 정보 관리에서 이메일을 누르면 뜨고, 등록된 값이 없으면 이 시트 없이 곧장 입력 화면으로 간다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 87, ""excel_row"": 88}",action,,,A1,"이메일의 수정하기·삭제하기 명령 메뉴입니다. 값을 입력하는 목적지는 별도로 있으며, 여기서는 선택한 명령을 ui_action으로 기록합니다.",2ef12983cfa85aa733cfb9aec94d9f92bafc23a9b9e6fd127b6857725d3409dd
IOS-088,ios,basic_info_phone,전화번호 관리 시트,"등록된 전화번호를 수정하거나 삭제하는 시트. 기본 정보 관리에서 전화번호를 누르면 뜨고, 등록된 값이 없으면 이 시트 없이 곧장 입력 화면으로 간다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 88, ""excel_row"": 89}",action,,,A1,"전화번호의 수정하기·삭제하기 명령 메뉴입니다. 값을 입력하는 목적지는 별도로 있으며, 여기서는 선택한 명령을 ui_action으로 기록합니다.",450d97611065ebba507652896dda4f45ad50dd9eae6f3f0c43642bffe4693ae8
IOS-089,ios,basic_info_profession_direct,직업 직접 추가,"목록에 없는 직업을 직접 입력해 추가하는 화면으로, 입력하는 동안 아래에 비슷한 직업이 검색돼 나오고 이미 고른 것과 합쳐 5개까지 담을 수 있다. 직업·전문분야 선택의 「직접 추가하기」에서 열린다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 89, ""excel_row"": 90}",screen,my_info_profession_direct,,S2,목록에 없는 직업을 입력·추가합니다. 제시된 후보 선택과 결과가 달라 나누고 입력 중 추천 갱신은 같은 방문으로 봅니다.,b85ba5abb6a56685191122f5a2df2c4a6267460ad2c7c1dc728ccec5ae169b41
IOS-090,ios,basic_info_profile_image,프로필 사진 변경 시트,"이미 등록된 프로필 사진을 기본 이미지로 되돌리거나 갤러리에서 새 사진으로 바꾸는 시트. 기본 정보 관리의 프로필 이미지를 누르면 뜨고, 사진이 없으면 이 시트 없이 곧장 사진첩이 열린다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 90, ""excel_row"": 91}",action,,,A1,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,65f2260d5f47fe1156b3fc95cbf63e763b0035ee00fa1806cdc64ba22a6165d6
IOS-091,ios,profile_portfolio_comment,프로필 상세 포트폴리오 댓글 바텀시트,"프로필에 걸린 작업물에 달린 댓글을 읽고 새 댓글이나 답글을 남기는 시트. 프로필 본문에서 그 작업물의 댓글을 누르면 열리고, 닫으면 프로필 내용이 다시 불러와진다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 91, ""excel_row"": 92}",screen,portfolio_comment_list,,S2,작업물의 댓글 전체를 읽고 씁니다. 피드·상세·프로필에서 연 댓글은 같은 대상과 기능이므로 하나로 합칩니다.,bd50b9532546637b49329917e1d8f53f10306218259b35c36e986bf089f40c3d
IOS-092,ios,profile_activity_region,활동 지역 (프로필 상세 바텀시트),"프로필에 등록한 활동 지역을 최대 5개까지 추가·삭제하고 그중 하나를 대표로 지정하는 시트. 프로필 소개 영역에서 활동 지역을 누르면 열리며, 국가와 국내 도시를 고르는 선택 시트가 안에서 이어진다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 92, ""excel_row"": 93}",screen,my_info_region,,M1;S2,iOS 74행과 92행은 같은 RegionListView로 지역 추가·삭제·대표 지정을 합니다. 92행을 읽기 전용으로 제외했던 판단을 정정하고 진입 경로만 previous_screen으로 구분합니다.,54eba8a3ae5c4516613145e495e53aa92d4c0059b1821f1452ef2205c0b33a5d
IOS-093,ios,finder_search,파인더 검색 입력 화면 (최근 검색어·최근 본 크리에이터·인기 검색어·추천 카테고리),"검색창을 누르면 결과 위를 덮으며 올라오는 화면으로, 최근 검색어·최근 본 크리에이터·인기 검색어·추천 카테고리를 한 번에 보여 준다. 항목이나 카테고리 칩을 고르면 바로 검색으로 이어지고, 검색 결과를 보는 중에 검색창을 다시 눌러도 같은 화면이 열린다.",탭 루트,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 93, ""excel_row"": 94}",screen,finder_search,,S1,검색어를 정하며 최근 검색·추천 카테고리를 봅니다. 검색창 초점만으로 추정하지 않고 실제 입력 화면이 나타날 때 보냅니다.,ce69cf5f68be0cb875eee6b54d27ac0b8e751e0f58ce1bc6bfee2039ccabd0a1
IOS-094,ios,finder,파인더 탭 (검색 홈),"하단 탭에서 들어가는 탐색·검색의 출발점. 검색하기 전에는 크리에이터·포트폴리오·프로젝트 전체 목록을 탭으로 갈아 가며 둘러보고, 위쪽의 검색창·필터·키워드 추천으로 좁혀 나간다.",탭 루트,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 94, ""excel_row"": 95}",screen,finder_home,,S1,검색어 입력 전 콘텐츠를 둘러보는 탐색 출발점입니다. 검색 입력 보조 화면과 검색어를 적용한 결과는 나눕니다.,1586aab81990ea80cddf3fc15e72fcc76fc4f0284623210b0c0a23df6279b720
IOS-095,ios,finder_shuffle_bundle,Shuffle 키워드 묶음 목록,"하나의 키워드로 묶인 크리에이터·작업물·프로젝트·영감 중 한 종류를 2열 격자로 모아 보는 목록으로, 화면 제목은 그 키워드 이름이다. Shuffle! 화면에서 키워드를 누르면 들어오고, 그 링크 말고 앱 안에서 이 화면으로 가는 버튼은 없다.",push,제안,딥링크 전용,"{""sheet"": ""화면 목록"", ""data_row"": 95, ""excel_row"": 96}",screen,finder_keyword_bundle,,S1,고른 키워드의 콘텐츠 목록입니다. 가변 키워드 문자열은 이름에서 빼고 키워드를 고르는 추천 화면과 나눕니다.,348c62a934cb4eb1c9a3cc48cbdb19d9c7a4285d3ee551cdeef5307bbe76430a
IOS-096,ios,finder_shuffle,Shuffle! 키워드 추천,"여러 키워드 카드를 보여 주고 다시 섞어 가며 볼거리를 추천하는 화면으로, 키워드를 고르면 그 키워드로 묶인 목록이 열린다. 제목과 뒤로가기만 앱이 그리고 본문은 웹이며, 파인더 홈 위쪽의 키워드 추천 아이콘으로만 들어간다(검색 결과를 보는 중에는 그 아이콘이 사라진다).",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 96, ""excel_row"": 97}",screen,finder_keyword_recommend,,S1,키워드 카드를 섞어 볼거리를 고르는 추천 목적지입니다. 웹이어도 기능이 식별되므로 공용 웹뷰 이름 대신 이 이름을 보냅니다.,57e4391e685843f9510e5cb0baa1d89f23566dbb9426ee78a2940fbaad6a4c96
IOS-097,ios,finder_result_portfolio,검색 결과 - 작업물(포트폴리오) 탭,"검색어에 걸린 작업물(포트폴리오)을 2열 격자로 모아 보여 주는 결과 탭. 결과 화면 위쪽의 탭 스위처로 옮겨 오며, 최신 순·리스펙트 많은 순·댓글 많은 순으로 정렬을 바꿀 수 있다.",push,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 97, ""excel_row"": 98}",screen,finder_result_portfolio,,S1,검색어로 찾은 작업물 목록입니다. 정렬은 보는 방법만 바꾸므로 행동으로 기록하고 조회를 추가하지 않습니다.,ddfc9ee449741df1e4c2f2f6f058515aa2d55c4c432ff2ce2b8379b9b77a173c
IOS-098,ios,finder_result_creator,검색 결과 - 크리에이터 탭,검색어에 걸린 크리에이터를 2열 카드로 모아 보여 주는 결과 탭이자 검색 결과의 기본 탭. 피드·영감의 해시태그를 눌러 검색으로 넘어오면 대부분 여기에 먼저 착지한다.,push,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 98, ""excel_row"": 99}",screen,finder_result_creator,,S1,검색어로 찾은 크리에이터 목록입니다. 작업물·프로젝트와 대상이 달라 나누고 해시태그 유입도 같은 결과 이름을 사용합니다.,65b72e39e453e30d97e3aeadff8af5cf3e0e9ec07565fee4dab736dbdf85f3e0
IOS-099,ios,finder_result_project,검색 결과 - 프로젝트 탭,"검색어에 걸린 프로젝트를 2열 격자로 모아 보여 주는 결과 탭. 결과 화면의 탭 스위처로 옮겨 오거나, 프로젝트 상세에서 해시태그를 누르면 이 탭으로 곧장 들어온다.",push,현행,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 99, ""excel_row"": 100}",screen,finder_result_project,,S1,검색어로 찾은 프로젝트 목록입니다. 크리에이터·작업물 결과와 대상 및 지원 경로가 달라 독립 이름을 둡니다.,2151480ccab8be2f2c9c35d0fdb0a8e496187acaaa61ef43d3eda07e5189096d
IOS-100,ios,finder_creator_detail,검색 결과 크리에이터 프로필 페이저 (좌우로 넘겨 보는 프로필),"검색 결과에서 크리에이터를 누르면 열리는 프로필 화면으로, 좌우로 넘기면 결과 목록의 다음·이전 크리에이터 프로필이 이어서 나온다. 새 탐색 방식이 꺼져 있을 때만 쓰이는 대체 경로다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 100, ""excel_row"": 101}",screen,profile_detail,,M1;M4;S1,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다.,ed82bc86456196a92ae3184bd325e5b753e839da02332c826886bed3528f1ed1
IOS-101,ios,finder_result_portfolio_sort,작업물 검색 결과 정렬 바텀시트,"작업물 검색 결과의 나열 순서를 최신 순·리스펙트 많은 순·댓글 많은 순 중에서 고르는 시트. 결과 목록 위 정렬 아이콘으로 열고, 고른 뒤 「완료」를 누르면 적용된다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 101, ""excel_row"": 102}",action,,,A1,정렬 값을 고르고 적용하는 조작입니다. 완료 버튼과 선택 상태가 있어도 이번 분석 질문은 어떤 정렬을 적용했는지이므로 sort_apply 행동으로 충분하다고 판단했습니다. 필터 전체 편집과의 경계는 설계 선택이며 담당자 재검토 대상입니다.,a559d4069134c933ecfb7dbc599f2cf539a26de7dcb43577af52b61e37305b2c
IOS-102,ios,finder_result_creator_sort,크리에이터 검색 결과 정렬 바텀시트,크리에이터 검색 결과의 나열 순서를 추천 순·최신 순·리스펙트 많은 순 중에서 고르는 시트. 추천 카테고리 칩으로 좁혀 보는 중에는 정렬 아이콘 자체가 사라져 열 수 없다.,sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 102, ""excel_row"": 103}",action,,,A1,정렬 값을 고르고 적용하는 조작입니다. 완료 버튼과 선택 상태가 있어도 이번 분석 질문은 어떤 정렬을 적용했는지이므로 sort_apply 행동으로 충분하다고 판단했습니다. 필터 전체 편집과의 경계는 설계 선택이며 담당자 재검토 대상입니다.,a4646a802c9491a7f59f4bf3cb7aad27eecea7b4d63541f8c62d0953022091ed
IOS-103,ios,finder_result_project_sort,프로젝트 검색 결과 정렬 바텀시트,"프로젝트 검색 결과의 나열 순서를 최신 순·추천 순 중에서 고르는 시트. 결과 목록 위 정렬 아이콘으로 열고, 고를 것이 둘뿐이라 다른 정렬 시트보다 짧게 뜬다.",sheet,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 103, ""excel_row"": 104}",action,,,A1,정렬 값을 고르고 적용하는 조작입니다. 완료 버튼과 선택 상태가 있어도 이번 분석 질문은 어떤 정렬을 적용했는지이므로 sort_apply 행동으로 충분하다고 판단했습니다. 필터 전체 편집과의 경계는 설계 선택이며 담당자 재검토 대상입니다.,57a4b84453b100379e5f847362337e629668d7948af25fe83f82be682ce6d3fd
IOS-104,ios,finder_filter_region,필터 > 지역 추가,"크리에이터 필터 안에서 지역을 검색해 조건으로 담는 페이지. 최대 5개까지 담을 수 있고, 다 채우면 검색창이 잠기며 「모두 추가했습니다.」 안내가 뜬다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 104, ""excel_row"": 105}",screen,finder_filter,,M3;S2,검색 조건을 여러 항목에 걸쳐 편집하고 적용·취소합니다. 정렬처럼 한 명령을 즉시 고르는 메뉴와 달리 편집 중인 상태와 제출 결과가 있습니다. 내부 선택 단계는 step으로 기록합니다.,b6e3566a2afe75b2b7df52258fac1282c220b040e5963c2300509506df4e6f88
IOS-105,ios,finder_filter_profession,필터 > 직업 추가,"크리에이터 필터 안에서 직업을 검색해 조건으로 담는 페이지. 지역 추가와 같은 모양이며 최대 5개까지 담을 수 있고, 다 채우면 검색창이 잠기며 「모두 추가했습니다.」 안내가 뜬다.",push,제안,도달 가능,"{""sheet"": ""화면 목록"", ""data_row"": 105, ""excel_row"": 106}",screen,finder_filter,,M3;S2,검색 조건을 여러 항목에 걸쳐 편집하고 적용·취소합니다. 정렬처럼 한 명령을 즉시 고르는 메뉴와 달리 편집 중인 상태와 제출 결과가 있습니다. 내부 선택 단계는 step으로 기록합니다.,4be864b6d744e32d957ee3422d1f700e56486d8f04bb519cadcd3560e9c0e6aa
