platform,source_id,original_name,original_label,classification,canonical_name,semantic_id,when,parameters,child_dispatch_names,source_context,rule_ids,reason,semantic_review,runtime_verification
ios,IOS-069,profile_detail,프로필 상세 (다른 사용자),screen,profile_detail,S052,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 69, ""excel_row"": 70}",M1;M4;S1,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다.,pending,not_tested
ios,IOS-070,profile_introduction,프로필 소개 탭 (프로필 카드 세그먼트 4번째 탭),screen,profile_detail,S052,타인 프로필 소개 탭,"{""tab"": ""introduction""}",,"{""sheet"": ""화면 목록"", ""data_row"": 70, ""excel_row"": 71}",M1;M4;S1,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다. MY 바깥 탭과 안쪽 프로필에서 중복 발송하지 않습니다. 실제 전면 목적지 한 곳에서만 보냅니다.,pending,not_tested
ios,IOS-070,profile_introduction,프로필 소개 탭 (프로필 카드 세그먼트 4번째 탭),screen,my_profile,S059,내 프로필 소개 탭,"{""tab"": ""introduction""}",,"{""sheet"": ""화면 목록"", ""data_row"": 70, ""excel_row"": 71}",M1;M4;S1,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다. MY 바깥 탭과 안쪽 프로필에서 중복 발송하지 않습니다. 실제 전면 목적지 한 곳에서만 보냅니다.,pending,not_tested
ios,IOS-071,resume_education_register,학력 추가 · 수정,screen,resume_education_form,S087,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 71, ""excel_row"": 72}",S1,학력 한 줄의 학교·전공·상태·기간을 입력합니다. 추가·수정은 mode로 구분하고 이력 관리 허브와 입력 방문은 나눕니다.,pending,not_tested
ios,IOS-072,basic_info_name_ko,한글 이름 입력,screen,my_info_name_ko,S065,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 72, ""excel_row"": 73}",S1,기존 프로필의 한글 이름을 저장합니다. 가입 완료 단계와 목적이 달라 my_info 영역으로 구분합니다.,pending,not_tested
ios,IOS-073,basic_info_region_global_city,해외 도시 직접 입력,screen,my_info_region_global_city,S073,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 73, ""excel_row"": 74}",S1,해외 활동 지역을 직접 입력합니다. 국내 목록 선택과 다른 입력 목적지가 열리므로 나누며 나라·도시·지역 칸은 내부 항목입니다.,pending,not_tested
ios,IOS-074,basic_info_region,활동 지역 (기본 정보 관리),screen,my_info_region,S072,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 74, ""excel_row"": 75}",M1;S2,iOS 74행과 92행은 같은 RegionListView로 지역 추가·삭제·대표 지정을 합니다. 92행을 읽기 전용으로 제외했던 판단을 정정하고 진입 경로만 previous_screen으로 구분합니다.,pending,not_tested
ios,IOS-075,basic_info_management,기본 정보 관리,screen,my_info_home,S063,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 75, ""excel_row"": 76}",S1,기본 프로필 항목을 확인하고 편집할 항목을 고르는 허브입니다. 조회·개별 입력과 나누고 데이터를 새로 읽었다고 허브 방문을 재발송하지 않습니다.,pending,not_tested
ios,IOS-076,basic_info_email_register,연락 이메일 입력,screen,my_info_email_register,S075,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 76, ""excel_row"": 77}",S1,가입 계정과 별개인 연락용 이메일을 입력합니다. 계정 이메일 강제 등록과 나누고 후속 인증은 my_info_email_verify로 기록합니다.,pending,not_tested
ios,IOS-077,register_email,이메일 등록 (계정 이메일 미보유 강제 등록),screen,account_email_required,S084,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 77, ""excel_row"": 78}",S1,계정 이메일 등록·인증을 끝내야 앱으로 돌아가는 관문입니다. 선택적인 연락처 수정과 달리 앱 이용을 막는 조건이므로 나눕니다.,pending,not_tested
ios,IOS-078,basic_info_profession_select,직업 · 전문분야 선택,screen,my_info_profession_select,S068,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 78, ""excel_row"": 79}",S1,직업 후보에서 추가할 항목들을 골라 저장합니다. 찾지 못해 직접 입력할 때는 my_info_profession_direct로 이동합니다.,pending,not_tested
ios,IOS-079,project_application_compose,프로젝트 지원 작성,screen,project_application_compose,S112,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 79, ""excel_row"": 80}",S1,프로젝트 리더에게 자기소개를 적어 지원합니다. 모집 내용을 읽는 상세와 나누고 제출 실패·재시도는 같은 작성 방문의 상태입니다.,pending,not_tested
ios,IOS-080,basic_info_profile_image_register,프로필 사진 등록(사진 선택 대기),container,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 80, ""excel_row"": 81}",A3,"사진첩을 기다리는 빈 대기 표면이며 원본에도 도달 불가로 적혀 있습니다. 실제 사진 선택은 시스템 선택기, 자르기는 이미지 편집 화면에서 처리합니다. 이름 예약 대상에서도 제외합니다.",pending,not_tested
ios,IOS-081,basic_info_visibility,개인정보 공개설정 시트,screen,my_info_visibility,S082,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 81, ""excel_row"": 82}",S2,프로필 항목의 공개 대상을 바꿉니다. 생년월일·지역·연락처마다 이름을 늘리지 않고 대상 항목을 구분 값으로 남깁니다.,pending,not_tested
ios,IOS-082,profile_collaboration_status,노크 수신 설정 바텀시트,screen,my_knock_settings,S062,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 82, ""excel_row"": 83}",S2,앞으로 받을 대화 요청의 허용 여부를 바꿉니다. 현재 목록 표시만 바꾸는 정렬과 달리 이후 상대방의 요청 가능성에 영향을 주는 설정 과업입니다.,pending,not_tested
ios,IOS-083,basic_info_link,링크 관리 시트,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 83, ""excel_row"": 84}",A1,"링크의 수정하기·삭제하기 명령 메뉴입니다. 값을 입력하는 목적지는 별도로 있으며, 여기서는 선택한 명령을 ui_action으로 기록합니다.",pending,not_tested
ios,IOS-084,basic_info_birth_gender,생년월일 · 성별,screen,my_info_birth_gender,S081,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 84, ""excel_row"": 85}",S2,등록 생년월일·성별을 확인·수정·삭제합니다. 실제 값 관리가 있으므로 안내와 나누고 날짜·성별 선택은 내부 조작으로 둡니다.,pending,not_tested
ios,IOS-085,profile_today_visitor,오늘 방문한 사용자 바텀시트,screen,my_profile_visitors,S061,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 85, ""excel_row"": 86}",S2,오늘 내 프로필을 방문한 사람과 방문 수를 확인합니다. 시트 형태와 무관하게 목록 탐색이 있으며 타인 프로필에도 같은 기능이 있다고 가정하지 않습니다.,pending,not_tested
ios,IOS-086,basic_info_name,이름 언어 선택 시트,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 86, ""excel_row"": 87}",A1,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다. 이전 표의 화면 채택을 철회했습니다.,pending,not_tested
ios,IOS-087,basic_info_email,이메일 관리 시트,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 87, ""excel_row"": 88}",A1,"이메일의 수정하기·삭제하기 명령 메뉴입니다. 값을 입력하는 목적지는 별도로 있으며, 여기서는 선택한 명령을 ui_action으로 기록합니다.",pending,not_tested
ios,IOS-088,basic_info_phone,전화번호 관리 시트,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 88, ""excel_row"": 89}",A1,"전화번호의 수정하기·삭제하기 명령 메뉴입니다. 값을 입력하는 목적지는 별도로 있으며, 여기서는 선택한 명령을 ui_action으로 기록합니다.",pending,not_tested
ios,IOS-089,basic_info_profession_direct,직업 직접 추가,screen,my_info_profession_direct,S069,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 89, ""excel_row"": 90}",S2,목록에 없는 직업을 입력·추가합니다. 제시된 후보 선택과 결과가 달라 나누고 입력 중 추천 갱신은 같은 방문으로 봅니다.,pending,not_tested
ios,IOS-090,basic_info_profile_image,프로필 사진 변경 시트,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 90, ""excel_row"": 91}",A1,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,pending,not_tested
ios,IOS-091,profile_portfolio_comment,프로필 상세 포트폴리오 댓글 바텀시트,screen,portfolio_comment_list,S038,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 91, ""excel_row"": 92}",S2,작업물의 댓글 전체를 읽고 씁니다. 피드·상세·프로필에서 연 댓글은 같은 대상과 기능이므로 하나로 합칩니다.,pending,not_tested
ios,IOS-092,profile_activity_region,활동 지역 (프로필 상세 바텀시트),screen,my_info_region,S072,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 92, ""excel_row"": 93}",M1;S2,iOS 74행과 92행은 같은 RegionListView로 지역 추가·삭제·대표 지정을 합니다. 92행을 읽기 전용으로 제외했던 판단을 정정하고 진입 경로만 previous_screen으로 구분합니다.,pending,not_tested
ios,IOS-093,finder_search,파인더 검색 입력 화면 (최근 검색어·최근 본 크리에이터·인기 검색어·추천 카테고리),screen,finder_search,S044,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 93, ""excel_row"": 94}",S1,검색어를 정하며 최근 검색·추천 카테고리를 봅니다. 검색창 초점만으로 추정하지 않고 실제 입력 화면이 나타날 때 보냅니다.,pending,not_tested
ios,IOS-094,finder,파인더 탭 (검색 홈),screen,finder_home,S043,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 94, ""excel_row"": 95}",S1,검색어 입력 전 콘텐츠를 둘러보는 탐색 출발점입니다. 검색 입력 보조 화면과 검색어를 적용한 결과는 나눕니다.,pending,not_tested
ios,IOS-095,finder_shuffle_bundle,Shuffle 키워드 묶음 목록,screen,finder_keyword_bundle,S050,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 95, ""excel_row"": 96}",S1,고른 키워드의 콘텐츠 목록입니다. 가변 키워드 문자열은 이름에서 빼고 키워드를 고르는 추천 화면과 나눕니다.,pending,not_tested
ios,IOS-096,finder_shuffle,Shuffle! 키워드 추천,screen,finder_keyword_recommend,S049,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 96, ""excel_row"": 97}",S1,키워드 카드를 섞어 볼거리를 고르는 추천 목적지입니다. 웹이어도 기능이 식별되므로 공용 웹뷰 이름 대신 이 이름을 보냅니다.,pending,not_tested
ios,IOS-097,finder_result_portfolio,검색 결과 - 작업물(포트폴리오) 탭,screen,finder_result_portfolio,S046,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 97, ""excel_row"": 98}",S1,검색어로 찾은 작업물 목록입니다. 정렬은 보는 방법만 바꾸므로 행동으로 기록하고 조회를 추가하지 않습니다.,pending,not_tested
ios,IOS-098,finder_result_creator,검색 결과 - 크리에이터 탭,screen,finder_result_creator,S045,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 98, ""excel_row"": 99}",S1,검색어로 찾은 크리에이터 목록입니다. 작업물·프로젝트와 대상이 달라 나누고 해시태그 유입도 같은 결과 이름을 사용합니다.,pending,not_tested
ios,IOS-099,finder_result_project,검색 결과 - 프로젝트 탭,screen,finder_result_project,S047,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 99, ""excel_row"": 100}",S1,검색어로 찾은 프로젝트 목록입니다. 크리에이터·작업물 결과와 대상 및 지원 경로가 달라 독립 이름을 둡니다.,pending,not_tested
ios,IOS-100,finder_creator_detail,검색 결과 크리에이터 프로필 페이저 (좌우로 넘겨 보는 프로필),screen,profile_detail,S052,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 100, ""excel_row"": 101}",M1;M4;S1,타인 프로필의 이력·작업물·영감·소개를 봅니다. AOS에서 영감 탭만 별도 이름으로 보내던 예외를 없애고 양 OS 모두 같은 이름과 tab 값을 씁니다.,pending,not_tested
ios,IOS-101,finder_result_portfolio_sort,작업물 검색 결과 정렬 바텀시트,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 101, ""excel_row"": 102}",A1,정렬 값을 고르고 적용하는 조작입니다. 완료 버튼과 선택 상태가 있어도 이번 분석 질문은 어떤 정렬을 적용했는지이므로 sort_apply 행동으로 충분하다고 판단했습니다. 필터 전체 편집과의 경계는 설계 선택이며 담당자 재검토 대상입니다.,pending,not_tested
ios,IOS-102,finder_result_creator_sort,크리에이터 검색 결과 정렬 바텀시트,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 102, ""excel_row"": 103}",A1,정렬 값을 고르고 적용하는 조작입니다. 완료 버튼과 선택 상태가 있어도 이번 분석 질문은 어떤 정렬을 적용했는지이므로 sort_apply 행동으로 충분하다고 판단했습니다. 필터 전체 편집과의 경계는 설계 선택이며 담당자 재검토 대상입니다.,pending,not_tested
ios,IOS-103,finder_result_project_sort,프로젝트 검색 결과 정렬 바텀시트,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 103, ""excel_row"": 104}",A1,정렬 값을 고르고 적용하는 조작입니다. 완료 버튼과 선택 상태가 있어도 이번 분석 질문은 어떤 정렬을 적용했는지이므로 sort_apply 행동으로 충분하다고 판단했습니다. 필터 전체 편집과의 경계는 설계 선택이며 담당자 재검토 대상입니다.,pending,not_tested
ios,IOS-104,finder_filter_region,필터 > 지역 추가,screen,finder_filter,S048,목적지가 실제 표시될 때,"{""step"": ""region""}",,"{""sheet"": ""화면 목록"", ""data_row"": 104, ""excel_row"": 105}",M3;S2,검색 조건을 여러 항목에 걸쳐 편집하고 적용·취소합니다. 정렬처럼 한 명령을 즉시 고르는 메뉴와 달리 편집 중인 상태와 제출 결과가 있습니다. 내부 선택 단계는 step으로 기록합니다.,pending,not_tested
ios,IOS-105,finder_filter_profession,필터 > 직업 추가,screen,finder_filter,S048,목적지가 실제 표시될 때,"{""step"": ""profession""}",,"{""sheet"": ""화면 목록"", ""data_row"": 105, ""excel_row"": 106}",M3;S2,검색 조건을 여러 항목에 걸쳐 편집하고 적용·취소합니다. 정렬처럼 한 명령을 즉시 고르는 메뉴와 달리 편집 중인 상태와 제출 결과가 있습니다. 내부 선택 단계는 step으로 기록합니다.,pending,not_tested
ios,IOS-106,finder_filter_tag,필터 > 해시태그 추가,screen,finder_filter,S048,목적지가 실제 표시될 때,"{""step"": ""tag""}",,"{""sheet"": ""화면 목록"", ""data_row"": 106, ""excel_row"": 107}",M3;S2,검색 조건을 여러 항목에 걸쳐 편집하고 적용·취소합니다. 정렬처럼 한 명령을 즉시 고르는 메뉴와 달리 편집 중인 상태와 제출 결과가 있습니다. 내부 선택 단계는 step으로 기록합니다.,pending,not_tested
ios,IOS-107,finder_filter,크리에이터·포트폴리오·프로젝트 필터 시트,screen,finder_filter,S048,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 107, ""excel_row"": 108}",M3;S2,검색 조건을 여러 항목에 걸쳐 편집하고 적용·취소합니다. 정렬처럼 한 명령을 즉시 고르는 메뉴와 달리 편집 중인 상태와 제출 결과가 있습니다. 내부 선택 단계는 step으로 기록합니다.,pending,not_tested
ios,IOS-108,chatty_lounge,채티 - 라운지 목록,screen,lounge_list,S152,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 108, ""excel_row"": 109}",M4;S1,참여·추천 라운지를 탐색하는 목록입니다. 일반 대화 목록과 방문 목적이 달라 구분합니다.,pending,not_tested
ios,IOS-109,chatty_chat,채티 - 채팅 목록 (탭 기본),screen,chat_list,S151,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 109, ""excel_row"": 110}",M4;S1,1:1·팀·프로젝트 대화가 모인 목록입니다. 바깥 채티 탭과 중복 발송하지 않습니다.,pending,not_tested
ios,IOS-110,chatty_project,채티 - 프로젝트 목록,screen,project_chat_list,S153,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 110, ""excel_row"": 111}",M4;S1,참여·지원·추천 프로젝트를 보고 대화방 또는 상세로 이동하는 목록입니다.,pending,not_tested
ios,IOS-111,chatty,채티 탭,container,,,,{},chat_list;lounge_list;project_chat_list,"{""sheet"": ""화면 목록"", ""data_row"": 111, ""excel_row"": 112}",X2,채티는 세 하위 목록을 담는 바깥 틀입니다. 선택한 목록에서 chat_list·lounge_list·project_chat_list 중 하나만 보내며 바깥 틀은 별도로 보내지 않습니다.,pending,not_tested
ios,IOS-112,lounge_create,라운지 만들기,screen,lounge_create,S102,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 112, ""excel_row"": 113}",S1,새 라운지 이름·소개·커버를 넣고 개설합니다. 생성 후 목록은 새 목적지이고 완료 안내는 결과여서 작성 재진입으로 세지 않습니다.,pending,not_tested
ios,IOS-113,lounge_edit,라운지 수정,screen,lounge_edit,S103,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 113, ""excel_row"": 114}",S1,기존 라운지 정보를 고쳐 저장합니다. 권한이 있어 실제 열린 편집기만 세고 이름 정의만으로 발송을 추정하지 않습니다.,pending,not_tested
ios,IOS-114,alarm_center,알림 센터,screen,notification_center,S104,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 114, ""excel_row"": 115}",S1,받은 알림을 읽고 관련 목적지로 이동합니다. 웹 본문도 알림 센터로 식별하되 내부 이동과 호스트의 중복은 별도 확인합니다.,pending,not_tested
ios,IOS-115,network_browse,인맥 둘러보기,screen,network_browse,S051,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 115, ""excel_row"": 116}",S1,인맥 다이얼에서 크리에이터를 둘러봅니다. 웹 안의 다이얼·미리보기는 같은 탐색으로 묶고 실제 앱 프로필로 이동하면 profile_detail을 보냅니다.,pending,not_tested
ios,IOS-116,project_applicants,지원자 리스트,screen,project_applicants,S113,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 116, ""excel_row"": 117}",S1,지원자를 확인하고 수락·거절하는 목록입니다. 원본은 수락·거절이 서버에 반영되지 않는다고 하므로 화면 채택과 기능 성공 검증을 구분합니다.,pending,not_tested
ios,IOS-117,chat_image_preview,채팅 이미지 뷰어,screen,media_viewer,S042,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 117, ""excel_row"": 118}",M1;S1,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,pending,not_tested
ios,IOS-118,chat_room,채팅방,screen,chat_room_direct,S097,room_type=direct,{},,"{""sheet"": ""화면 목록"", ""data_row"": 118, ""excel_row"": 119}",S1,chat_room_direct: 상대와 1:1 메시지를 주고받습니다. 공통 대화 UI를 써도 라운지·프로젝트·팀과 참여 맥락이 달라 방 유형으로 나눕니다. chat_room_lounge: 라운지 참여자끼리 대화합니다. 다른 방 유형과 구분하고 메시지 추가·읽음은 새 방문으로 세지 않습니다. chat_room_project: 프로젝트 협업에 연결된 대화방입니다. 프로젝트 상세 조회와 나누고 공통 대화 UI에서도 실제 방 유형으로 이름을 고릅니다. chat_room_team: 팀 구성원이 대화합니다. 팀 정보를 읽는 상세와 나누고 방·팀 이름을 화면 키에 넣지 않습니다.,pending,not_tested
ios,IOS-118,chat_room,채팅방,screen,chat_room_lounge,S098,room_type=lounge,{},,"{""sheet"": ""화면 목록"", ""data_row"": 118, ""excel_row"": 119}",S1,chat_room_direct: 상대와 1:1 메시지를 주고받습니다. 공통 대화 UI를 써도 라운지·프로젝트·팀과 참여 맥락이 달라 방 유형으로 나눕니다. chat_room_lounge: 라운지 참여자끼리 대화합니다. 다른 방 유형과 구분하고 메시지 추가·읽음은 새 방문으로 세지 않습니다. chat_room_project: 프로젝트 협업에 연결된 대화방입니다. 프로젝트 상세 조회와 나누고 공통 대화 UI에서도 실제 방 유형으로 이름을 고릅니다. chat_room_team: 팀 구성원이 대화합니다. 팀 정보를 읽는 상세와 나누고 방·팀 이름을 화면 키에 넣지 않습니다.,pending,not_tested
ios,IOS-118,chat_room,채팅방,screen,chat_room_project,S099,room_type=project,{},,"{""sheet"": ""화면 목록"", ""data_row"": 118, ""excel_row"": 119}",S1,chat_room_direct: 상대와 1:1 메시지를 주고받습니다. 공통 대화 UI를 써도 라운지·프로젝트·팀과 참여 맥락이 달라 방 유형으로 나눕니다. chat_room_lounge: 라운지 참여자끼리 대화합니다. 다른 방 유형과 구분하고 메시지 추가·읽음은 새 방문으로 세지 않습니다. chat_room_project: 프로젝트 협업에 연결된 대화방입니다. 프로젝트 상세 조회와 나누고 공통 대화 UI에서도 실제 방 유형으로 이름을 고릅니다. chat_room_team: 팀 구성원이 대화합니다. 팀 정보를 읽는 상세와 나누고 방·팀 이름을 화면 키에 넣지 않습니다.,pending,not_tested
ios,IOS-118,chat_room,채팅방,screen,chat_room_team,S100,room_type=team,{},,"{""sheet"": ""화면 목록"", ""data_row"": 118, ""excel_row"": 119}",S1,chat_room_direct: 상대와 1:1 메시지를 주고받습니다. 공통 대화 UI를 써도 라운지·프로젝트·팀과 참여 맥락이 달라 방 유형으로 나눕니다. chat_room_lounge: 라운지 참여자끼리 대화합니다. 다른 방 유형과 구분하고 메시지 추가·읽음은 새 방문으로 세지 않습니다. chat_room_project: 프로젝트 협업에 연결된 대화방입니다. 프로젝트 상세 조회와 나누고 공통 대화 UI에서도 실제 방 유형으로 이름을 고릅니다. chat_room_team: 팀 구성원이 대화합니다. 팀 정보를 읽는 상세와 나누고 방·팀 이름을 화면 키에 넣지 않습니다.,pending,not_tested
ios,IOS-119,chat_room_menu,채팅방 메뉴,screen,chat_room_menu,S101,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 119, ""excel_row"": 120}",S1,방 정보와 참여자 목록을 읽고 관리하는 독립 목적지입니다. 단순 더보기 명령 메뉴와 구분합니다.,pending,not_tested
ios,IOS-120,chatty_create_menu,채티 만들기 패널 (새 채팅·라운지 만들기·프로젝트 만들기),action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 120, ""excel_row"": 121}",A1,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,pending,not_tested
ios,IOS-121,chat_media_player,채팅 미디어 전체화면 재생 (동영상·오디오),screen,media_viewer,S042,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 121, ""excel_row"": 122}",M1;S1,미디어를 크게 열어 확인하는 동일 목적지입니다. 첨부 종류와 사용 맥락은 별도 값으로 구분합니다.,pending,not_tested
ios,IOS-122,lounge_cover_photo_picker,라운지 커버 사진 선택 (시스템 피커),system,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 122, ""excel_row"": 123}",X1,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,pending,not_tested
ios,IOS-123,chat_video_picker,채팅 첨부 — 동영상 선택 (시스템 피커),system,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 123, ""excel_row"": 124}",X1,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,pending,not_tested
ios,IOS-124,chat_audio_picker,채팅 첨부 — 오디오 파일 선택 (시스템 파일 피커),system,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 124, ""excel_row"": 125}",X1,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,pending,not_tested
ios,IOS-125,chat_image_picker,채팅 첨부 — 이미지 선택 (시스템 피커),system,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 125, ""excel_row"": 126}",X1,OS 사진·파일 선택기나 메일 작성기입니다. 앱은 열기·선택 결과만 기록하고 시스템 화면 이름을 만들지 않습니다.,pending,not_tested
ios,IOS-126,chat_room_report_reason,채팅방 신고 사유 선택 바텀시트,screen,report_reason,S057,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 126, ""excel_row"": 127}",M1;S2,신고 사유를 선택·제출합니다. 대상은 target_type으로 구분하고 기타 사유를 직접 쓰는 입력 과업은 나눕니다.,pending,not_tested
ios,IOS-127,chat_room_report_detail,채팅방 신고 상세 입력 모달,screen,report_detail_input,S058,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 127, ""excel_row"": 128}",M1;S2,기타 사유를 직접 적어 신고를 완성합니다. 실제 입력 목적지만 세며 확인 알럿과 접수 결과는 조회에서 제외합니다.,pending,not_tested
ios,IOS-128,chat_attachment,채팅방 첨부 바텀시트 (이미지·동영상·오디오),action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 128, ""excel_row"": 129}",A1,정렬·첨부 종류·수정/삭제·언어 종류처럼 다음 명령을 고르는 메뉴입니다. 독립 입력 상태나 제출 결과가 없어 화면 조회 대신 선택 행동을 셉니다.,pending,not_tested
ios,IOS-129,lounge_create_complete,라운지 만들기 완료 팝업,action,,,,{},,"{""sheet"": ""화면 목록"", ""data_row"": 129, ""excel_row"": 130}",A2,권장 안내나 완료 사실만 알려 주는 표면입니다. 페이지 크기여도 화면 조회에서 제외하며 노출·결과·이어가기 행동을 별도로 기록합니다.,pending,not_tested
ios,IOS-130,contacts_search,인맥 검색 (검색 입력 모드),action,,,,{},contacts_first_connections;contacts_follower;contacts_following,"{""sheet"": ""화면 목록"", ""data_row"": 130, ""excel_row"": 131}",A1;M4,"검색창이 펼쳐진 기존 인맥 목록의 상태입니다. 직접 진입해 목록이 처음 표시되면 해당 인맥 목록 이름을 보내고, 검색 모드 전환 자체는 ui_action으로 기록합니다. 결과가 실제로 뜨면 contacts_search_results를 보냅니다.",pending,not_tested
ios,IOS-131,contacts_search_result_first_connections,인맥 검색 결과 - 일촌,screen,contacts_search_results,S109,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 131, ""excel_row"": 132}",M1;S1,검색어에 맞는 인맥 관계를 확인합니다. 세 관계 칩은 tab으로 구분하고 기존 목록 검색창에 초점만 준 130행은 새 조회로 세지 않습니다.,pending,not_tested
ios,IOS-132,contacts_search_result_follower,인맥 검색 결과 - 팔로워,screen,contacts_search_results,S109,목적지가 실제 표시될 때,{},,"{""sheet"": ""화면 목록"", ""data_row"": 132, ""excel_row"": 133}",M1;S1,검색어에 맞는 인맥 관계를 확인합니다. 세 관계 칩은 tab으로 구분하고 기존 목록 검색창에 초점만 준 130행은 새 조회로 세지 않습니다.,pending,not_tested
